Ticker,ISIN,Sector,Allocation,Fund,Index
HSPA,IE000JZ473P7,Telecommunications,9.38,HSBC S&P 500 UCITS ETF USD (Acc),S&P 500
HSPA,IE000JZ473P7,Industrials,7.47,HSBC S&P 500 UCITS ETF USD (Acc),S&P 500
HSPA,IE000JZ473P7,Consumer Staples,5.24,HSBC S&P 500 UCITS ETF USD (Acc),S&P 500
HSPA,IE000JZ473P7,Energy,3.16,HSBC S&P 500 UCITS ETF USD (Acc),S&P 500
HSPA,IE000JZ473P7,Utilities,2.33,HSBC S&P 500 UCITS ETF USD (Acc),S&P 500
HSPA,IE000JZ473P7,Other,5.41,HSBC S&P 500 UCITS ETF USD (Acc),S&P 500
EL44,DE000ETFL300,Industrials,23.0,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Consumer Discretionary,19.13,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Financials,15.58,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Technology,13.68,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Health Care,7.71,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Telecommunications,7.25,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Consumer Staples,5.22,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Materials,3.8,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Real Estate,2.29,Deka MSCI Japan UCITS ETF,MSCI Japan
EL44,DE000ETFL300,Other,2.34,Deka MSCI Japan UCITS ETF,MSCI Japan
HCHA,IE0007P4PBU1,Consumer Discretionary,29.14,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Telecommunications,21.11,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Financials,18.44,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Technology,7.15,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Industrials,4.84,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Consumer Staples,3.67,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Health Care,3.47,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Energy,3.16,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Materials,2.82,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
HCHA,IE0007P4PBU1,Other,6.2,HSBC MSCI China UCITS ETF USD (Acc),MSCI China
H4ZW,IE00B4TS3815,Financials,25.43,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Materials,18.99,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Consumer Staples,13.84,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Industrials,8.93,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Energy,8.67,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Utilities,4.24,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Consumer Discretionary,1.93,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Telecommunications,1.74,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Health Care,1.6,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
H4ZW,IE00B4TS3815,Other,14.63,HSBC MSCI EM Latin America UCITS ETF USD,MSCI Emerging Markets Latin America
DGTL,IE00BYZK4883,Technology,51.72,iShares Digitalisation UCITS ETF,STOXX Global Digitalisation
DGTL,IE00BYZK4883,Telecommunications,16.65,iShares Digitalisation UCITS ETF,STOXX Global Digitalisation
DGTL,IE00BYZK4883,Consumer Discretionary,13.05,iShares Digitalisation UCITS ETF,STOXX Global Digitalisation
DGTL,IE00BYZK4883,Industrials,10.81,iShares Digitalisation UCITS ETF,STOXX Global Digitalisation
DGTL,IE00BYZK4883,Real Estate,5.4,iShares Digitalisation UCITS ETF,STOXX Global Digitalisation
DGTL,IE00BYZK4883,Financials,0.69,iShares Digitalisation UCITS ETF,STOXX Global Digitalisation
DGTL,IE00BYZK4883,Consumer Staples,0.14,iShares Digitalisation UCITS ETF,STOXX Global Digitalisation
DGTL,IE00BYZK4883,Other,1.54,iShares Digitalisation UCITS ETF,STOXX Global Digitalisation
EWSP,IE000MLMNYS0,Technology,15.42,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Industrials,13.98,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Financials,12.9,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Health Care,11.41,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Consumer Discretionary,10.33,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Consumer Staples,6.56,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Utilities,6.36,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Real Estate,5.92,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Materials,5.0,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
EWSP,IE000MLMNYS0,Other,12.12,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),S&P 500 Equal Weight
VGER,IE00BG143G97,Industrials,20.49,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Technology,19.74,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Financials,18.86,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Consumer Discretionary,9.93,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Telecommunications,7.83,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Materials,6.18,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Health Care,5.7,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Utilities,3.23,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Consumer Staples,2.4,Vanguard DAX UCITS ETF Distributing,DAX
VGER,IE00BG143G97,Other,5.64,Vanguard DAX UCITS ETF Distributing,DAX
SUAS,IE00BYVJRR92,Technology,31.94,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Consumer Discretionary,13.26,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Financials,11.67,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Telecommunications,9.42,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Health Care,9.38,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Industrials,7.15,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Consumer Staples,5.04,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Energy,2.99,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Materials,2.27,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
SUAS,IE00BYVJRR92,Other,6.88,iShares MSCI USA SRI UCITS ETF,MSCI USA SRI Select Reduced Fossil Fuel
IWDE,IE00B441G979,Technology,28.38,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Financials,13.55,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Consumer Discretionary,11.37,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Industrials,9.79,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Health Care,9.62,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Telecommunications,8.02,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Consumer Staples,5.76,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Energy,3.68,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Materials,2.8,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
IWDE,IE00B441G979,Other,7.03,iShares MSCI World EUR Hedged UCITS ETF (Acc),MSCI World 100% Hedged to EUR
500X,IE00BH4GPZ28,Technology,40.97,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Consumer Discretionary,11.52,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Health Care,9.2,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Telecommunications,8.12,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Financials,7.88,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Industrials,7.08,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Consumer Staples,6.03,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Energy,3.48,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Real Estate,2.24,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
500X,IE00BH4GPZ28,Other,3.48,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),S&P 500 ESG Leaders
QDV1,IE00BD93YH54,Technology,28.82,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Financials,18.08,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Health Care,14.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Consumer Staples,9.72,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Utilities,7.12,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Consumer Discretionary,6.18,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Telecommunications,5.44,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Industrials,2.97,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Real Estate,2.31,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
QDV1,IE00BD93YH54,Other,4.88,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),S&P 500 Minimum Volatility
VNGA20,IE00BMVB5K07,Technology,3.95,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Financials,3.03,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Health Care,2.65,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Consumer Discretionary,2.07,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Industrials,2.07,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Consumer Staples,1.52,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Telecommunications,1.35,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Energy,1.07,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Materials,1.01,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
VNGA20,IE00BMVB5K07,Other,81.28,Vanguard LifeStrategy 20% Equity UCITS ETF,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating
ETFGLO,LU1931974692,Technology,27.69,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Financials,13.81,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Consumer Discretionary,10.75,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Industrials,10.04,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Health Care,9.85,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Telecommunications,7.83,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Consumer Staples,5.95,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Energy,3.96,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Materials,2.93,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
ETFGLO,LU1931974692,Other,7.19,Amundi Prime Global UCITS ETF DR (D),Solactive GBS Developed Markets Large & Mid Cap
XDWD,IE00BJ0KDQ92,Technology,27.55,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Financials,13.81,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Consumer Discretionary,11.26,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Industrials,9.91,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Health Care,9.56,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Telecommunications,7.91,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Consumer Staples,5.59,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Energy,3.94,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Materials,2.88,Xtrackers MSCI World UCITS ETF 1C,MSCI World
XDWD,IE00BJ0KDQ92,Other,7.59,Xtrackers MSCI World UCITS ETF 1C,MSCI World
JPNH,FR0011475078,Industrials,25.04,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Consumer Discretionary,18.29,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Financials,14.08,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Technology,12.78,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Telecommunications,7.1,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Health Care,7.02,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Consumer Staples,5.91,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Materials,5.12,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Real Estate,1.93,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
JPNH,FR0011475078,Other,2.73,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,TOPIX (EUR Hedged)
DJSC,IE00B02KXM00,Industrials,21.47,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Financials,15.71,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Materials,10.96,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Utilities,9.17,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Health Care,7.39,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Technology,6.76,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Consumer Discretionary,6.33,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Consumer Staples,5.29,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Real Estate,5.26,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
DJSC,IE00B02KXM00,Other,11.66,iShares EURO STOXX Small UCITS ETF,EURO STOXX Small
XMEU,LU0274209237,Financials,19.19,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Industrials,17.03,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Health Care,11.28,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Consumer Staples,10.38,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Consumer Discretionary,9.82,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Technology,8.53,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Materials,5.39,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Energy,4.59,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Telecommunications,4.05,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
XMEU,LU0274209237,Other,9.74,Xtrackers MSCI Europe UCITS ETF 1C,MSCI Europe
36BZ,IE00BQT3WG13,Financials,23.11,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Industrials,15.85,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Technology,14.27,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Consumer Staples,11.75,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Materials,9.0,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Consumer Discretionary,7.11,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Health Care,6.21,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Utilities,4.68,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Energy,3.49,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
36BZ,IE00BQT3WG13,Other,4.53,iShares MSCI China A UCITS ETF,MSCI China A Inclusion
E960,DE000ETF9603,Financials,21.49,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Industrials,15.21,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Health Care,12.34,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Consumer Discretionary,10.48,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Consumer Staples,10.05,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Technology,9.21,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Materials,5.56,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Telecommunications,3.8,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Utilities,3.76,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
E960,DE000ETF9603,Other,8.1,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,STOXX Europe 600
EROX,IE00BKWQ0Q14,Financials,19.15,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Industrials,16.97,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Health Care,11.26,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Consumer Staples,10.47,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Consumer Discretionary,9.82,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Technology,8.52,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Materials,5.4,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Energy,4.61,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Telecommunications,4.05,SPDR MSCI Europe UCITS ETF,MSCI Europe
EROX,IE00BKWQ0Q14,Other,9.75,SPDR MSCI Europe UCITS ETF,MSCI Europe
CANEUA,LU0446734872,Financials,33.29,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Energy,17.5,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Technology,10.95,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Materials,9.98,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Industrials,5.92,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Consumer Discretionary,3.38,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Utilities,2.46,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Consumer Staples,2.42,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Telecommunications,1.08,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
CANEUA,LU0446734872,Other,13.02,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada
TGET,NL0009690221,Financials,19.57,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Health Care,14.59,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Technology,14.31,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Industrials,12.24,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Consumer Discretionary,11.69,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Consumer Staples,8.87,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Telecommunications,7.17,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Materials,3.7,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Energy,3.15,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
TGET,NL0009690221,Other,4.71,VanEck Vectors Global Equal Weight UCITS ETF,Solactive Global Equity
EL46,DE000ETFL326,Consumer Discretionary,32.92,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Telecommunications,24.85,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Financials,17.67,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Technology,6.0,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Energy,3.06,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Health Care,2.99,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Industrials,2.9,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Consumer Staples,2.2,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Utilities,2.02,Deka MSCI China UCITS ETF,MSCI China
EL46,DE000ETFL326,Other,5.39,Deka MSCI China UCITS ETF,MSCI China
PRAZ,LU2089238112,Financials,18.98,Amundi Prime Eurozone UCITS ETF DR (C),Solactive Euro 50
PRAZ,LU2089238112,Industrials,18.04,Amundi Prime Eurozone UCITS ETF DR (C),Solactive Euro 50
PRAZ,LU2089238112,Technology,16.38,Amundi Prime Eurozone UCITS ETF DR (C),Solactive Euro 50
PRAZ,LU2089238112,Consumer Discretionary,14.24,Amundi Prime Eurozone UCITS ETF DR (C),Solactive Euro 50
PRAZ,LU2089238112,Health Care,5.63,Amundi Prime Eurozone UCITS ETF DR (C),Solactive Euro 50
PRAZ,LU2089238112,Utilities,5.04,Amundi Prime Eurozone UCITS ETF DR (C),Solactive Euro 50
PRAZ,LU2089238112,Consumer Staples,4.85,Amundi Prime Eurozone UCITS ETF DR (C),Solactive Euro 50
PRAZ,LU2089238112,Telecommunications,4.06,Amundi Prime Eurozone UCITS ETF DR (C),Solactive Euro 50
