Ticker,ISIN,Country,Allocation,Fund,Index
C10,FR0010754143,Belgium,7.44,Amundi ETF Government Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF EUR (C),FTSE MTS Eurozone Government Broad Investment Grade 10-15
C10,FR0010754143,Netherlands,5.7,Amundi ETF Government Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF EUR (C),FTSE MTS Eurozone Government Broad Investment Grade 10-15
C10,FR0010754143,Austria,3.94,Amundi ETF Government Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF EUR (C),FTSE MTS Eurozone Government Broad Investment Grade 10-15
C10,FR0010754143,Portugal,3.52,Amundi ETF Government Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF EUR (C),FTSE MTS Eurozone Government Broad Investment Grade 10-15
C10,FR0010754143,Ireland,2.17,Amundi ETF Government Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF EUR (C),FTSE MTS Eurozone Government Broad Investment Grade 10-15
C10,FR0010754143,Finland,1.02,Amundi ETF Government Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF EUR (C),FTSE MTS Eurozone Government Broad Investment Grade 10-15
C10,FR0010754143,Other,9.66,Amundi ETF Government Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF EUR (C),FTSE MTS Eurozone Government Broad Investment Grade 10-15
EUNU,IE00B3F81409,United States,19.02,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,Japan,9.9,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,China,6.98,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,France,3.47,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,United Kingdom,2.87,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,Germany,2.53,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,Ireland,2.5,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,Canada,1.99,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,Italy,1.94,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
EUNU,IE00B3F81409,Other,48.8,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bloomberg Global Aggregate Bond
IBTS,IE00B14X4S71,United States,74.66,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),ICE US Treasury 1-3 Year Bond
IBTS,IE00B14X4S71,Other,25.34,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),ICE US Treasury 1-3 Year Bond
BCHN,IE00BGBN6P67,United States,47.37,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
BCHN,IE00BGBN6P67,Japan,25.24,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
BCHN,IE00BGBN6P67,Taiwan,5.76,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
BCHN,IE00BGBN6P67,Uruguay,2.79,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
BCHN,IE00BGBN6P67,Australia,2.69,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
BCHN,IE00BGBN6P67,Canada,2.41,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
BCHN,IE00BGBN6P67,South Korea,2.21,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
BCHN,IE00BGBN6P67,Netherlands,1.65,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
BCHN,IE00BGBN6P67,Other,9.88,Invesco Elwood Global Blockchain UCITS ETF A,Elwood Blockchain Global Equity
DEMR,IE00BDF12W49,China,24.87,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,Taiwan,24.02,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,Brazil,8.2,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,South Korea,6.55,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,South Africa,5.48,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,Malaysia,4.72,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,Saudi Arabia,4.7,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,Indonesia,3.9,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,Thailand,3.85,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
DEMR,IE00BDF12W49,Other,13.71,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WisdomTree Emerging Markets High Dividend
JPGL,IE00BJRCLL96,United States,59.94,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,Canada,7.79,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,Japan,6.39,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,United Kingdom,4.21,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,France,2.54,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,Switzerland,2.44,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,Australia,1.74,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,Ireland,1.5,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,Netherlands,1.42,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
JPGL,IE00BJRCLL96,Other,12.03,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JP Morgan Diversified Factor Global Developed (Region Aware) Equity
EMV,IE00B8KGV557,India,22.33,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,China,22.05,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,Taiwan,13.96,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,Saudi Arabia,9.06,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,Malaysia,4.38,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,Thailand,4.29,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,South Korea,4.15,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,United Arab Emirates,3.62,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,Qatar,2.39,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
EMV,IE00B8KGV557,Other,13.77,iShares Edge MSCI EM Minimum Volatility UCITS ETF,MSCI Emerging Markets Minimum Volatility
INRG,IE00B1XNHC34,United States,19.93,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,China,12.12,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,Brazil,9.71,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,Spain,8.52,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,Denmark,7.3,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,United Kingdom,6.43,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,India,6.27,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,Japan,4.18,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,Portugal,3.72,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
INRG,IE00B1XNHC34,Other,21.82,iShares Global Clean Energy UCITS ETF,S&P Global Clean Energy
QDV4,IE00BDFGJ627,United States,27.75,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bloomberg US Floating Rate Notes 1-5 Year
QDV4,IE00BDFGJ627,Canada,4.42,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bloomberg US Floating Rate Notes 1-5 Year
QDV4,IE00BDFGJ627,Japan,3.49,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bloomberg US Floating Rate Notes 1-5 Year
QDV4,IE00BDFGJ627,United Kingdom,3.07,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bloomberg US Floating Rate Notes 1-5 Year
QDV4,IE00BDFGJ627,Australia,2.01,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bloomberg US Floating Rate Notes 1-5 Year
QDV4,IE00BDFGJ627,Luxembourg,1.59,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bloomberg US Floating Rate Notes 1-5 Year
QDV4,IE00BDFGJ627,South Korea,1.06,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bloomberg US Floating Rate Notes 1-5 Year
QDV4,IE00BDFGJ627,Other,56.61,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bloomberg US Floating Rate Notes 1-5 Year
XDUK,LU0838780707,United Kingdom,92.73,Xtrackers FTSE 100 UCITS ETF 1C,FTSE 100
XDUK,LU0838780707,Switzerland,2.42,Xtrackers FTSE 100 UCITS ETF 1C,FTSE 100
XDUK,LU0838780707,Ireland,1.82,Xtrackers FTSE 100 UCITS ETF 1C,FTSE 100
XDUK,LU0838780707,Other,3.03,Xtrackers FTSE 100 UCITS ETF 1C,FTSE 100
XDWU,IE00BM67HQ30,United States,66.75,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,United Kingdom,6.11,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,Spain,5.92,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,Italy,4.52,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,Canada,2.99,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,France,2.8,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,Germany,2.61,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,Japan,2.26,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,Hong Kong,2.22,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
XDWU,IE00BM67HQ30,Other,3.82,Xtrackers MSCI World Utilities UCITS ETF 1C,MSCI World Utilities
NADB,LU1650489898,France,22.57,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Italy,21.08,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Germany,12.45,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Spain,9.13,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Belgium,7.27,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Netherlands,5.58,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Austria,3.86,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Portugal,3.47,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Ireland,2.13,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
NADB,LU1650489898,Other,12.46,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,Bloomberg Euro Treasury 50bn 10-15 Year Bond
ITEK,IE00BDDRF700,United States,52.9,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,Japan,7.87,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,China,7.1,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,Australia,3.34,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,Germany,2.64,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,South Korea,2.29,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,Israel,1.64,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,Sweden,1.41,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,Taiwan,1.04,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
ITEK,IE00BDDRF700,Other,19.77,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Solactive Innovative Technologies
5MVW,IE00BJ5JP105,United States,63.86,iShares MSCI World Energy Sector UCITS ETF USD (Dist),MSCI World Energy
5MVW,IE00BJ5JP105,Canada,14.06,iShares MSCI World Energy Sector UCITS ETF USD (Dist),MSCI World Energy
5MVW,IE00BJ5JP105,United Kingdom,10.32,iShares MSCI World Energy Sector UCITS ETF USD (Dist),MSCI World Energy
5MVW,IE00BJ5JP105,France,4.54,iShares MSCI World Energy Sector UCITS ETF USD (Dist),MSCI World Energy
5MVW,IE00BJ5JP105,Australia,1.63,iShares MSCI World Energy Sector UCITS ETF USD (Dist),MSCI World Energy
5MVW,IE00BJ5JP105,Japan,1.21,iShares MSCI World Energy Sector UCITS ETF USD (Dist),MSCI World Energy
5MVW,IE00BJ5JP105,Italy,1.2,iShares MSCI World Energy Sector UCITS ETF USD (Dist),MSCI World Energy
5MVW,IE00BJ5JP105,Other,3.18,iShares MSCI World Energy Sector UCITS ETF USD (Dist),MSCI World Energy
XSX6,LU0328475792,United Kingdom,21.89,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,France,16.14,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,Switzerland,14.46,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,Germany,13.66,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,Netherlands,8.1,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,Sweden,4.87,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,Italy,4.27,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,Spain,4.0,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,Denmark,1.89,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XSX6,LU0328475792,Other,10.72,Xtrackers STOXX Europe 600 UCITS ETF 1C,STOXX Europe 600
XEMB,LU0321462953,Oman,4.27,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,Philippines,4.19,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,Indonesia,4.09,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,Dominican Republic,4.03,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,Brazil,3.95,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,Qatar,3.7,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,Turkey,3.61,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,Saudi Arabia,3.61,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,South Africa,3.51,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
XEMB,LU0321462953,Other,65.04,Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged)
BEL,FR0000021842,Belgium,83.02,Amundi BEL 20 UCITS ETF Dist,BEL 20
BEL,FR0000021842,Netherlands,11.87,Amundi BEL 20 UCITS ETF Dist,BEL 20
BEL,FR0000021842,Other,5.11,Amundi BEL 20 UCITS ETF Dist,BEL 20
QDVX,IE00BYYHSM20,United Kingdom,20.57,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,Switzerland,16.82,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,France,12.58,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,Germany,7.45,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,Italy,7.07,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,Spain,7.03,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,Denmark,4.3,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,Netherlands,4.21,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,Finland,3.54,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
QDVX,IE00BYYHSM20,Other,16.43,iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist),MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select
HTWO,IE00BMYDM794,United States,33.4,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,Japan,15.33,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,Germany,6.76,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,South Korea,6.75,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,United Kingdom,6.04,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,China,5.33,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,Sweden,4.92,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,France,4.78,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,Denmark,4.08,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
HTWO,IE00BMYDM794,Other,12.61,L&G Hydrogen Economy UCITS ETF USD Acc,Solactive Hydrogen Economy
VEVE,IE00BKX55T58,United States,66.09,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,Japan,5.96,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,United Kingdom,3.33,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,Canada,2.46,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,Switzerland,2.41,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,France,2.07,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,Germany,2.0,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,Australia,1.84,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,Ireland,1.37,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
VEVE,IE00BKX55T58,Other,12.47,Vanguard FTSE Developed World UCITS ETF Distributing,FTSE Developed
SEML,IE00B5M4WH52,Indonesia,8.88,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,Mexico,8.44,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,Brazil,8.39,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,South Africa,8.32,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,Malaysia,7.8,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,Thailand,6.6,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,China,6.13,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,Poland,5.03,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,Czech Republic,4.26,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
SEML,IE00B5M4WH52,Other,36.15,iShares J.P. Morgan EM Local Government Bond UCITS ETF,JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor
XWEQ,IE0003NQ0IY5,United States,71.22,Xtrackers MSCI World Quality ESG UCITS ETF 1C,MSCI World Quality Low Carbon SRI Screened Select
XWEQ,IE0003NQ0IY5,Switzerland,5.24,Xtrackers MSCI World Quality ESG UCITS ETF 1C,MSCI World Quality Low Carbon SRI Screened Select
XWEQ,IE0003NQ0IY5,Netherlands,3.95,Xtrackers MSCI World Quality ESG UCITS ETF 1C,MSCI World Quality Low Carbon SRI Screened Select
XWEQ,IE0003NQ0IY5,Ireland,3.75,Xtrackers MSCI World Quality ESG UCITS ETF 1C,MSCI World Quality Low Carbon SRI Screened Select
XWEQ,IE0003NQ0IY5,United Kingdom,2.69,Xtrackers MSCI World Quality ESG UCITS ETF 1C,MSCI World Quality Low Carbon SRI Screened Select
XWEQ,IE0003NQ0IY5,Sweden,1.15,Xtrackers MSCI World Quality ESG UCITS ETF 1C,MSCI World Quality Low Carbon SRI Screened Select
XWEQ,IE0003NQ0IY5,Other,12.0,Xtrackers MSCI World Quality ESG UCITS ETF 1C,MSCI World Quality Low Carbon SRI Screened Select
ISPY,IE00BYPLS672,United States,76.58,L&G Cyber Security UCITS ETF,ISE Cyber Security
ISPY,IE00BYPLS672,Israel,11.47,L&G Cyber Security UCITS ETF,ISE Cyber Security
ISPY,IE00BYPLS672,Canada,5.36,L&G Cyber Security UCITS ETF,ISE Cyber Security
ISPY,IE00BYPLS672,Japan,5.24,L&G Cyber Security UCITS ETF,ISE Cyber Security
ISPY,IE00BYPLS672,Other,1.35,L&G Cyber Security UCITS ETF,ISE Cyber Security
E50EUA,LU0136234068,France,36.24,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,EURO STOXX 50
E50EUA,LU0136234068,Germany,28.03,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,EURO STOXX 50
E50EUA,LU0136234068,Netherlands,17.56,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,EURO STOXX 50
E50EUA,LU0136234068,Spain,7.42,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,EURO STOXX 50
E50EUA,LU0136234068,Italy,7.14,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,EURO STOXX 50
